u0,u1,u2,u3
0.0000014388,0.0000015143,0.0000002007,0.0000001177
0.0000014592,0.0000015576,0.0000001552,0.0000000493
0.0000014395,0.0000015190,0.0000001509,0.0000000638
0.0000014609,0.0000015646,0.0000001049,-0.0000000033
0.0000014423,0.0000015257,0.0000001025,0.0000000124
0.0000014649,0.0000015723,0.0000000584,-0.0000000548
0.0000014468,0.0000015338,0.0000000571,-0.0000000371
0.0000014704,0.0000015819,0.0000000142,-0.0000001040
0.0000014529,0.0000015438,0.0000000140,-0.0000000844
0.0000014777,0.0000015933,-0.0000000277,-0.0000001509
0.0000014608,0.0000015556,-0.0000000267,-0.0000001293
0.0000014867,0.0000016065,-0.0000000672,-0.0000001955
0.0000014705,0.0000015693,-0.0000000651,-0.0000001720
0.0000014975,0.0000016216,-0.0000001043,-0.0000002378
0.0000014821,0.0000015848,-0.0000001012,-0.0000002124
0.0000015102,0.0000016385,-0.0000001391,-0.0000002777
0.0000014955,0.0000016022,-0.0000001349,-0.0000002505
0.0000015054,0.0000016161,-0.0000001524,-0.0000002743
0.0000015155,0.0000016318,-0.0000001711,-0.0000002965
0.0000015258,0.0000016464,-0.0000001884,-0.0000003173
0.0000015362,0.0000016603,-0.0000002044,-0.0000003367
0.0000015468,0.0000016740,-0.0000002194,-0.0000003548
0.0000015575,0.0000016876,-0.0000002335,-0.0000003718
0.0000015684,0.0000017012,-0.0000002468,-0.0000003878
0.0000015797,0.0000017149,-0.0000002593,-0.0000004028
0.0000015913,0.0000017289,-0.0000002711,-0.0000004170
0.0000016033,0.0000017432,-0.0000002822,-0.0000004304
0.0000016156,0.0000017577,-0.0000002926,-0.0000004430
0.0000016284,0.0000017726,-0.0000003024,-0.0000004550
0.0000016416,0.0000017879,-0.0000003115,-0.0000004662
0.0000016552,0.0000018036,-0.0000003200,-0.0000004768
0.0000016692,0.0000018197,-0.0000003279,-0.0000004867
0.0000016837,0.0000018362,-0.0000003351,-0.0000004960
0.0000016986,0.0000018531,-0.0000003417,-0.0000005047
0.0000017140,0.0000018705,-0.0000003477,-0.0000005127
0.0000017298,0.0000018883,-0.0000003531,-0.0000005201
0.0000017460,0.0000019065,-0.0000003579,-0.0000005269
0.0000017627,0.0000019252,-0.0000003621,-0.0000005330
0.0000017797,0.0000019450,-0.0000003670,-0.0000005379
0.0000017976,0.0000019641,-0.0000003693,-0.0000005433
0.0000018156,0.0000019843,-0.0000003722,-0.0000005475
0.0000018349,0.0000020042,-0.0000003727,-0.0000005528
0.0000018532,0.0000020254,-0.0000003744,-0.0000005554
0.0000018727,0.0000020469,-0.0000003751,-0.0000005582
0.0000018921,0.0000020689,-0.0000003760,-0.0000005594
0.0000019125,0.0000020912,-0.0000003758,-0.0000005607
0.0000019334,0.0000021137,-0.0000003746,-0.0000005619
0.0000019549,0.0000021365,-0.0000003724,-0.0000005629
0.0000019759,0.0000021596,-0.0000003698,-0.0000005621
0.0000019973,0.0000021828,-0.0000003659,-0.0000005610
0.0000020189,0.0000022071,-0.0000003628,-0.0000005585
0.0000020410,0.0000022310,-0.0000003581,-0.0000005556
0.0000020642,0.0000022559,-0.0000003533,-0.0000005532
0.0000020873,0.0000022814,-0.0000003484,-0.0000005493
0.0000021114,0.0000023069,-0.0000003423,-0.0000005458
0.0000021351,0.0000023332,-0.0000003364,-0.0000005405
0.0000021601,0.0000023595,-0.0000003290,-0.0000005361
0.0000021845,0.0000023865,-0.0000003221,-0.0000005294
0.0000022104,0.0000024134,-0.0000003135,-0.0000005240
0.0000022362,0.0000024410,-0.0000003047,-0.0000005177
0.0000022623,0.0000024691,-0.0000002955,-0.0000005107
0.0000022887,0.0000024975,-0.0000002857,-0.0000005030
0.0000023155,0.0000025263,-0.0000002755,-0.0000004947
0.0000023426,0.0000025553,-0.0000002647,-0.0000004859
0.0000023700,0.0000025847,-0.0000002533,-0.0000004765
0.0000023978,0.0000026144,-0.0000002415,-0.0000004666
0.0000024259,0.0000026444,-0.0000002291,-0.0000004561
0.0000024543,0.0000026748,-0.0000002162,-0.0000004451
0.0000024830,0.0000027054,-0.0000002028,-0.0000004336
0.0000025121,0.0000027364,-0.0000001888,-0.0000004215
0.0000025415,0.0000027676,-0.0000001744,-0.0000004090
0.0000025711,0.0000027992,-0.0000001595,-0.0000003959
0.0000026011,0.0000028310,-0.0000001440,-0.0000003823
0.0000026313,0.0000028631,-0.0000001281,-0.0000003683
0.0000026618,0.0000028955,-0.0000001117,-0.0000003537
0.0000026926,0.0000029281,-0.0000000948,-0.0000003387
0.0000027236,0.0000029611,-0.0000000774,-0.0000003231
0.0000027549,0.0000029942,-0.0000000596,-0.0000003071
0.0000027865,0.0000030277,-0.0000000413,-0.0000002907
0.0000028183,0.0000030613,-0.0000000226,-0.0000002738
0.0000028504,0.0000030952,-0.0000000033,-0.0000002564
0.0000028827,0.0000031294,0.0000000163,-0.0000002386
0.0000029152,0.0000031637,0.0000000364,-0.0000002203
0.0000029479,0.0000031983,0.0000000569,-0.0000002016
0.0000029809,0.0000032331,0.0000000779,-0.0000001824
0.0000030140,0.0000032681,0.0000000992,-0.0000001629
0.0000030473,0.0000033032,0.0000001210,-0.0000001429
0.0000030809,0.0000033386,0.0000001432,-0.0000001225
0.0000031146,0.0000033741,0.0000001658,-0.0000001017
0.0000031485,0.0000034098,0.0000001888,-0.0000000805
0.0000031825,0.0000034457,0.0000002121,-0.0000000589
0.0000032168,0.0000034817,0.0000002359,-0.0000000369
0.0000032511,0.0000035179,0.0000002600,-0.0000000146
0.0000032856,0.0000035542,0.0000002845,0.0000000082
0.0000033203,0.0000035906,0.0000003094,0.0000000313
0.0000033550,0.0000036272,0.0000003346,0.0000000547
0.0000033899,0.0000036639,0.0000003601,0.0000000785
0.0000034249,0.0000037007,0.0000003860,0.0000001027
0.0000034600,0.0000037375,0.0000004123,0.0000001272
0.0000034952,0.0000037745,0.0000004388,0.0000001520
0.0000035305,0.0000038116,0.0000004657,0.0000001771
0.0000035659,0.0000038487,0.0000004928,0.0000002025
0.0000036013,0.0000038859,0.0000005203,0.0000002283
0.0000036369,0.0000039232,0.0000005481,0.0000002544
0.0000036724,0.0000039605,0.0000005761,0.0000002807
0.0000037080,0.0000039979,0.0000006045,0.0000003073
0.0000037437,0.0000040352,0.0000006331,0.0000003342
0.0000037793,0.0000040727,0.0000006619,0.0000003614
0.0000038150,0.0000041101,0.0000006911,0.0000003888
0.0000038507,0.0000041475,0.0000007204,0.0000004165
0.0000038864,0.0000041850,0.0000007500,0.0000004445
0.0000039222,0.0000042224,0.0000007799,0.0000004726
0.0000039578,0.0000042598,0.0000008099,0.0000005010
0.0000039935,0.0000042972,0.0000008402,0.0000005296
0.0000040292,0.0000043345,0.0000008707,0.0000005585
0.0000040648,0.0000043718,0.0000009014,0.0000005875
0.0000041003,0.0000044091,0.0000009323,0.0000006167
0.0000041359,0.0000044463,0.0000009633,0.0000006462
0.0000041713,0.0000044834,0.0000009946,0.0000006758
0.0000042067,0.0000045205,0.0000010260,0.0000007056
0.0000042420,0.0000045575,0.0000010576,0.0000007355
0.0000042772,0.0000045943,0.0000010893,0.0000007656
0.0000043123,0.0000046311,0.0000011212,0.0000007959
0.0000043473,0.0000046678,0.0000011532,0.0000008263
0.0000043822,0.0000047043,0.0000011853,0.0000008568
0.0000044170,0.0000047407,0.0000012175,0.0000008874
0.0000044516,0.0000047770,0.0000012499,0.0000009182
0.0000044861,0.0000048132,0.0000012824,0.0000009491
0.0000045204,0.0000048492,0.0000013149,0.0000009801
0.0000045546,0.0000048850,0.0000013476,0.0000010112
0.0000045887,0.0000049206,0.0000013803,0.0000010423
0.0000046225,0.0000049561,0.0000014131,0.0000010736
0.0000046562,0.0000049914,0.0000014459,0.0000011049
0.0000046897,0.0000050265,0.0000014788,0.0000011362
0.0000047230,0.0000050614,0.0000015118,0.0000011676
0.0000047561,0.0000050961,0.0000015448,0.0000011991
0.0000047890,0.0000051306,0.0000015778,0.0000012306
0.0000048217,0.0000051648,0.0000016109,0.0000012621
0.0000048541,0.0000051988,0.0000016439,0.0000012937
0.0000048863,0.0000052326,0.0000016770,0.0000013253
0.0000049182,0.0000052661,0.0000017101,0.0000013568
0.0000049499,0.0000052994,0.0000017432,0.0000013884
0.0000049814,0.0000053324,0.0000017762,0.0000014199
0.0000050126,0.0000053651,0.0000018092,0.0000014515
0.0000050434,0.0000053975,0.0000018422,0.0000014830
0.0000050741,0.0000054297,0.0000018752,0.0000015145
0.0000051044,0.0000054615,0.0000019081,0.0000015459
0.0000051344,0.0000054931,0.0000019409,0.0000015773
0.0000051641,0.0000055243,0.0000019737,0.0000016087
0.0000051935,0.0000055552,0.0000020064,0.0000016399
0.0000052226,0.0000055858,0.0000020391,0.0000016711
0.0000052514,0.0000056161,0.0000020716,0.0000017023
0.0000052798,0.0000056460,0.0000021041,0.0000017333
0.0000053079,0.0000056756,0.0000021365,0.0000017642
0.0000053356,0.0000057048,0.0000021687,0.0000017951
0.0000053630,0.0000057337,0.0000022009,0.0000018258
0.0000053900,0.0000057621,0.0000022329,0.0000018565
0.0000054167,0.0000057903,0.0000022648,0.0000018870
0.0000054430,0.0000058180,0.0000022966,0.0000019173
0.0000054689,0.0000058453,0.0000023282,0.0000019476
0.0000054944,0.0000058723,0.0000023597,0.0000019777
0.0000055195,0.0000058988,0.0000023910,0.0000020076
0.0000055442,0.0000059250,0.0000024221,0.0000020374
0.0000055685,0.0000059507,0.0000024531,0.0000020671
0.0000055924,0.0000059760,0.0000024839,0.0000020966
0.0000056158,0.0000060009,0.0000025146,0.0000021258
0.0000056389,0.0000060253,0.0000025450,0.0000021550
0.0000056659,0.0000060982,0.0000025710,0.0000021352
0.0000056826,0.0000060603,0.0000026064,0.0000022251
0.0000057085,0.0000061351,0.0000026322,0.0000022022
0.0000057249,0.0000060975,0.0000026666,0.0000022906
0.0000057497,0.0000061732,0.0000026922,0.0000022654
0.0000057659,0.0000061365,0.0000027254,0.0000023515
0.0000057893,0.0000062123,0.0000027511,0.0000023249
0.0000058052,0.0000061759,0.0000027831,0.0000024093
0.0000058272,0.0000062512,0.0000028088,0.0000023818
0.0000058428,0.0000062147,0.0000028397,0.0000024649
0.0000058633,0.0000062890,0.0000028654,0.0000024368
0.0000058786,0.0000062522,0.0000028952,0.0000025187
0.0000058975,0.0000063255,0.0000029209,0.0000024902
0.0000059124,0.0000062882,0.0000029496,0.0000025711
0.0000059297,0.0000063602,0.0000029753,0.0000025423
0.0000059443,0.0000063224,0.0000030029,0.0000026222
0.0000059600,0.0000063931,0.0000030286,0.0000025931
0.0000059741,0.0000063547,0.0000030550,0.0000026720
0.0000059882,0.0000064240,0.0000030808,0.0000026427
0.0000060019,0.0000063850,0.0000031060,0.0000027206
0.0000060143,0.0000064528,0.0000031318,0.0000026911
0.0000060276,0.0000064132,0.0000031557,0.0000027680
0.0000060383,0.0000064796,0.0000031815,0.0000027383
0.0000060512,0.0000064393,0.0000032043,0.0000028142
0.0000060602,0.0000065041,0.0000032301,0.0000027842
0.0000060726,0.0000064632,0.0000032515,0.0000028591
0.0000060799,0.0000065265,0.0000032773,0.0000028289
0.0000060918,0.0000064849,0.0000032975,0.0000029027
0.0000060974,0.0000065467,0.0000033233,0.0000028724
0.0000061089,0.0000065044,0.0000033422,0.0000029451
0.0000061128,0.0000065646,0.0000033679,0.0000029145
0.0000061250,0.0000065210,0.0000033856,0.0000029855
0.0000061265,0.0000065801,0.0000034110,0.0000029552
0.0000061373,0.0000065364,0.0000034273,0.0000030256
0.0000061373,0.0000065936,0.0000034528,0.0000029948
0.0000061472,0.0000065494,0.0000034678,0.0000030643
0.0000061456,0.0000066048,0.0000034934,0.0000030331
0.0000061547,0.0000065601,0.0000035070,0.0000031016
0.0000061516,0.0000066138,0.0000035327,0.0000030699
0.0000061599,0.0000065686,0.0000035448,0.0000031374
0.0000061553,0.0000066204,0.0000035706,0.0000031054
0.0000061642,0.0000065740,0.0000035814,0.0000031712
0.0000061575,0.0000066244,0.0000036068,0.0000031392
0.0000061657,0.0000065775,0.0000036162,0.0000032039
0.0000061571,0.0000066263,0.0000036415,0.0000031718
0.0000061649,0.0000065787,0.0000036495,0.0000032352
0.0000061545,0.0000066259,0.0000036748,0.0000032029
0.0000061618,0.0000065777,0.0000036814,0.0000032652
0.0000061495,0.0000066232,0.0000037066,0.0000032326
0.0000061563,0.0000065743,0.0000037118,0.0000032936
0.0000061423,0.0000066181,0.0000037369,0.0000032609
0.0000061486,0.0000065686,0.0000037407,0.0000033206
0.0000061329,0.0000066101,0.0000037670,0.0000032871
0.0000061385,0.0000065605,0.0000037688,0.0000033460
0.0000061208,0.0000066008,0.0000037941,0.0000033127
0.0000061262,0.0000065503,0.0000037947,0.0000033702
0.0000061067,0.0000065891,0.0000038196,0.0000033368
0.0000061118,0.0000065379,0.0000038189,0.0000033929
0.0000060905,0.0000065751,0.0000038435,0.0000033595
0.0000060952,0.0000065232,0.0000038416,0.0000034141
0.0000060721,0.0000065589,0.0000038658,0.0000033808
0.0000060765,0.0000065062,0.0000038628,0.0000034339
0.0000060529,0.0000065396,0.0000038868,0.0000033998
0.0000060563,0.0000064868,0.0000038822,0.0000034520
0.0000060304,0.0000065183,0.0000039072,0.0000034175
0.0000060331,0.0000064652,0.0000039009,0.0000034687
0.0000060052,0.0000064952,0.0000039257,0.0000034343
0.0000060076,0.0000064416,0.0000039180,0.0000034842
0.0000059778,0.0000064700,0.0000039428,0.0000034496
0.0000059800,0.0000064158,0.0000039337,0.0000034982
0.0000059483,0.0000064425,0.0000039584,0.0000034635
0.0000059502,0.0000063878,0.0000039479,0.0000035108
0.0000059168,0.0000064130,0.0000039726,0.0000034761
0.0000059184,0.0000063578,0.0000039607,0.0000035220
0.0000058832,0.0000063813,0.0000039854,0.0000034872
0.0000058845,0.0000063257,0.0000039721,0.0000035318
0.0000058475,0.0000063476,0.0000039968,0.0000034970
0.0000058486,0.0000062915,0.0000039822,0.0000035403
0.0000058099,0.0000063118,0.0000040069,0.0000035055
0.0000058108,0.0000062553,0.0000039908,0.0000035475
0.0000057703,0.0000062740,0.0000040155,0.0000035126
0.0000057709,0.0000062171,0.0000039981,0.0000035533
0.0000057288,0.0000062342,0.0000040229,0.0000035185
0.0000057292,0.0000061769,0.0000040041,0.0000035579
0.0000056854,0.0000061925,0.0000040289,0.0000035230
0.0000056857,0.0000061349,0.0000040088,0.0000035612
0.0000056401,0.0000061490,0.0000040337,0.0000035264
0.0000056403,0.0000060910,0.0000040123,0.0000035633
0.0000055931,0.0000061035,0.0000040372,0.0000035285
0.0000055931,0.0000060452,0.0000040145,0.0000035642
0.0000055443,0.0000060563,0.0000040395,0.0000035294
0.0000055442,0.0000059977,0.0000040155,0.0000035639
0.0000054938,0.0000060073,0.0000040406,0.0000035292
0.0000054936,0.0000059485,0.0000040153,0.0000035624
0.0000054417,0.0000059566,0.0000040405,0.0000035279
0.0000054414,0.0000058976,0.0000040140,0.0000035599
0.0000053879,0.0000059042,0.0000040393,0.0000035254
0.0000053875,0.0000058451,0.0000040115,0.0000035563
0.0000053326,0.0000058502,0.0000040371,0.0000035220
0.0000053322,0.0000057909,0.0000040081,0.0000035517
0.0000052758,0.0000057947,0.0000040338,0.0000035175
0.0000052747,0.0000057365,0.0000040029,0.0000035462
0.0000052171,0.0000057384,0.0000040292,0.0000035120
0.0000052166,0.0000056792,0.0000039977,0.0000035393
0.0000051577,0.0000056798,0.0000040241,0.0000035054
0.0000051572,0.0000056202,0.0000039915,0.0000035317
0.0000050968,0.0000056196,0.0000040179,0.0000034981
0.0000050965,0.0000055598,0.0000039844,0.0000035234
0.0000050346,0.0000055581,0.0000040109,0.0000034901
0.0000050345,0.0000054980,0.0000039763,0.0000035143
0.0000049712,0.0000054953,0.0000040030,0.0000034813
0.0000049713,0.0000054350,0.0000039675,0.0000035044
0.0000049067,0.0000054312,0.0000039943,0.0000034718
0.0000049070,0.0000053708,0.0000039579,0.0000034939
0.0000048410,0.0000053659,0.0000039849,0.0000034615
0.0000048407,0.0000053070,0.0000039467,0.0000034827
0.0000047738,0.0000053005,0.0000039745,0.0000034505
0.0000047739,0.0000052415,0.0000039354,0.0000034706
0.0000047060,0.0000052337,0.0000039636,0.0000034386
0.0000047062,0.0000051748,0.0000039236,0.0000034578
0.0000046372,0.0000051658,0.0000039522,0.0000034263
0.0000046377,0.0000051071,0.0000039112,0.0000034446
0.0000045677,0.0000050969,0.0000039402,0.0000034134
0.0000045684,0.0000050385,0.0000038982,0.0000034308
0.0000044973,0.0000050272,0.0000039276,0.0000034001
0.0000044983,0.0000049691,0.0000038848,0.0000034167
0.0000044262,0.0000049567,0.0000039146,0.0000033863
0.0000044275,0.0000048989,0.0000038709,0.0000034021
0.0000043545,0.0000048855,0.0000039012,0.0000033722
0.0000043560,0.0000048281,0.0000038566,0.0000033872
0.0000042822,0.0000048136,0.0000038874,0.0000033578
0.0000042840,0.0000047566,0.0000038420,0.0000033720
0.0000042094,0.0000047412,0.0000038734,0.0000033431
0.0000042115,0.0000046846,0.0000038271,0.0000033566
0.0000041361,0.0000046683,0.0000038590,0.0000033282
0.0000041386,0.0000046122,0.0000038120,0.0000033409
0.0000040624,0.0000045949,0.0000038445,0.0000033131
0.0000040654,0.0000045393,0.0000037967,0.0000033252
0.0000039885,0.0000045211,0.0000038297,0.0000032979
0.0000039918,0.0000044661,0.0000037813,0.0000033093
0.0000039142,0.0000044471,0.0000038149,0.0000032826
0.0000039180,0.0000043926,0.0000037658,0.0000032934
0.0000038398,0.0000043728,0.0000038001,0.0000032673
0.0000038441,0.0000043190,0.0000037503,0.0000032775
0.0000037653,0.0000042983,0.0000037852,0.0000032520
0.0000037701,0.0000042452,0.0000037348,0.0000032616
0.0000036893,0.0000042246,0.0000037703,0.0000032376
0.0000036952,0.0000041716,0.0000037196,0.0000032462
0.0000036141,0.0000041502,0.0000037558,0.0000032227
0.0000036208,0.0000040978,0.0000037046,0.0000032307
0.0000035392,0.0000040757,0.0000037415,0.0000032079
0.0000035467,0.0000040241,0.0000036897,0.0000032153
0.0000034646,0.0000040014,0.0000037273,0.0000031934
0.0000034727,0.0000039505,0.0000036751,0.0000032003
0.0000033902,0.0000039272,0.0000037133,0.0000031792
0.0000033991,0.0000038771,0.0000036606,0.0000031856
0.0000033161,0.0000038533,0.0000036996,0.0000031653
0.0000033258,0.0000038040,0.0000036465,0.0000031712
0.0000032424,0.0000037797,0.0000036862,0.0000031518
0.0000032528,0.0000037312,0.0000036327,0.0000031573
0.0000031691,0.0000037065,0.0000036733,0.0000031387
0.0000031803,0.0000036588,0.0000036194,0.0000031438
0.0000030963,0.0000036338,0.0000036607,0.0000031262
0.0000031084,0.0000035869,0.0000036066,0.0000031309
0.0000030241,0.0000035615,0.0000036487,0.0000031141
0.0000030370,0.0000035156,0.0000035943,0.0000031185
0.0000029517,0.0000034900,0.0000036365,0.0000031041
0.0000029660,0.0000034446,0.0000035824,0.0000031075
0.0000028809,0.0000034186,0.0000036258,0.0000030934
0.0000028960,0.0000033744,0.0000035713,0.0000030965
0.0000028107,0.0000033481,0.0000036156,0.0000030833
0.0000028267,0.0000033050,0.0000035609,0.0000030862
0.0000027414,0.0000032785,0.0000036061,0.0000030739
0.0000027583,0.0000032364,0.0000035512,0.0000030765
0.0000026729,0.0000032097,0.0000035974,0.0000030652
0.0000026907,0.0000031687,0.0000035423,0.0000030676
0.0000026053,0.0000031419,0.0000035894,0.0000030573
0.0000026241,0.0000031019,0.0000035342,0.0000030596
0.0000025387,0.0000030750,0.0000035822,0.0000030502
0.0000025585,0.0000030361,0.0000035269,0.0000030524
0.0000024731,0.0000030091,0.0000035759,0.0000030441
0.0000024939,0.0000029713,0.0000035205,0.0000030461
0.0000024086,0.0000029442,0.0000035704,0.0000030388
0.0000024304,0.0000029076,0.0000035150,0.0000030408
0.0000023452,0.0000028804,0.0000035659,0.0000030346
0.0000023688,0.0000028449,0.0000035112,0.0000030351
0.0000022843,0.0000028179,0.0000035635,0.0000030288
0.0000023073,0.0000027841,0.0000035073,0.0000030318
0.0000022221,0.0000027570,0.0000035597,0.0000030287
0.0000022471,0.0000027238,0.0000035045,0.0000030304
0.0000021625,0.0000026966,0.0000035583,0.0000030276
0.0000021888,0.0000026647,0.0000035032,0.0000030291
0.0000021045,0.0000026377,0.0000035581,0.0000030271
0.0000021318,0.0000026071,0.0000035030,0.0000030287
0.0000020478,0.0000025803,0.0000035588,0.0000030279
0.0000020760,0.0000025510,0.0000035037,0.0000030299
0.0000019921,0.0000025243,0.0000035604,0.0000030306
0.0000020211,0.0000024963,0.0000035051,0.0000030332
0.0000019374,0.0000024695,0.0000035625,0.0000030357
0.0000019684,0.0000024425,0.0000035082,0.0000030371
0.0000018855,0.0000024160,0.0000035672,0.0000030398
0.0000019166,0.0000023907,0.0000035120,0.0000030429
0.0000018346,0.0000023641,0.0000035725,0.0000030458
0.0000018671,0.0000023402,0.0000035178,0.0000030487
0.0000017854,0.0000023140,0.0000035791,0.0000030530
0.0000018188,0.0000022915,0.0000035243,0.0000030564
0.0000017377,0.0000022655,0.0000035868,0.0000030617
0.0000017730,0.0000022442,0.0000035331,0.0000030638
0.0000016916,0.0000022189,0.0000035957,0.0000030716
0.0000017282,0.0000021988,0.0000035423,0.0000030737
0.0000016473,0.0000021738,0.0000036060,0.0000030827
0.0000016852,0.0000021551,0.0000035530,0.0000030850
0.0000016048,0.0000021304,0.0000036176,0.0000030951
0.0000016438,0.0000021130,0.0000035649,0.0000030976
0.0000015640,0.0000020886,0.0000036305,0.0000031090
0.0000016043,0.0000020726,0.0000035781,0.0000031116
0.0000015250,0.0000020487,0.0000036448,0.0000031242
0.0000015665,0.0000020340,0.0000035927,0.0000031270
0.0000014878,0.0000020105,0.0000036603,0.0000031408
0.0000015306,0.0000019972,0.0000036087,0.0000031437
0.0000014525,0.0000019740,0.0000036772,0.0000031588
0.0000014964,0.0000019621,0.0000036260,0.0000031619
0.0000014190,0.0000019395,0.0000036954,0.0000031782
0.0000014642,0.0000019289,0.0000036446,0.0000031815
0.0000013874,0.0000019067,0.0000037150,0.0000031990
0.0000014338,0.0000018976,0.0000036646,0.0000032024
0.0000014119,0.0000018822,0.0000036816,0.0000032147
0.0000013915,0.0000018666,0.0000036998,0.0000032262
0.0000013728,0.0000018520,0.0000037165,0.0000032382
0.0000013557,0.0000018379,0.0000037321,0.0000032505
0.0000013401,0.0000018245,0.0000037471,0.0000032632
0.0000013257,0.0000018116,0.0000037616,0.0000032762
0.0000013124,0.0000017992,0.0000037759,0.0000032895
0.0000012999,0.0000017872,0.0000037901,0.0000033031
0.0000012883,0.0000017758,0.0000038043,0.0000033170
0.0000012774,0.0000017649,0.0000038186,0.0000033313
0.0000012672,0.0000017545,0.0000038330,0.0000033459
0.0000012576,0.0000017446,0.0000038477,0.0000033608
0.0000012486,0.0000017351,0.0000038625,0.0000033760
0.0000012402,0.0000017262,0.0000038776,0.0000033916
0.0000012323,0.0000017177,0.0000038929,0.0000034075
0.0000012249,0.0000017097,0.0000039086,0.0000034238
0.0000012181,0.0000017022,0.0000039245,0.0000034403
0.0000012118,0.0000016951,0.0000039407,0.0000034572
0.0000012060,0.0000016886,0.0000039572,0.0000034744
0.0000012007,0.0000016825,0.0000039740,0.0000034920
0.0000011959,0.0000016769,0.0000039912,0.0000035098
0.0000011915,0.0000016718,0.0000040086,0.0000035280
0.0000011863,0.0000016678,0.0000040262,0.0000035472
0.0000011843,0.0000016619,0.0000040452,0.0000035654
0.0000011806,0.0000016589,0.0000040631,0.0000035850
0.0000011790,0.0000016547,0.0000040822,0.0000036041
0.0000011764,0.0000016527,0.0000041006,0.0000036242
0.0000011742,0.0000016505,0.0000041200,0.0000036447
0.0000011744,0.0000016472,0.0000041402,0.0000036644
0.0000011738,0.0000016464,0.0000041594,0.0000036851
0.0000011738,0.0000016457,0.0000041793,0.0000037060
0.0000011743,0.0000016451,0.0000041997,0.0000037272
0.0000011756,0.0000016447,0.0000042204,0.0000037485
0.0000011775,0.0000016447,0.0000042414,0.0000037701
0.0000011803,0.0000016450,0.0000042626,0.0000037918
0.0000011819,0.0000016468,0.0000042836,0.0000038146
0.0000011846,0.0000016490,0.0000043050,0.0000038371
0.0000011883,0.0000016517,0.0000043265,0.0000038595
0.0000011912,0.0000016549,0.0000043486,0.0000038829
0.0000011953,0.0000016587,0.0000043706,0.0000039059
0.0000011995,0.0000016622,0.0000043935,0.0000039296
0.0000012050,0.0000016665,0.0000044162,0.0000039528
0.0000012100,0.0000016708,0.0000044396,0.0000039772
0.0000012148,0.0000016769,0.0000044625,0.0000040018
0.0000012213,0.0000016813,0.0000044867,0.0000040261
0.0000012279,0.0000016866,0.0000045109,0.0000040509
0.0000012349,0.0000016925,0.0000045351,0.0000040759
0.0000012423,0.0000016988,0.0000045594,0.0000041012
0.0000012501,0.0000017055,0.0000045839,0.0000041267
0.0000012583,0.0000017127,0.0000046086,0.0000041524
0.0000012669,0.0000017203,0.0000046335,0.0000041783
0.0000012759,0.0000017283,0.0000046586,0.0000042043
0.0000012853,0.0000017366,0.0000046838,0.0000042305
0.0000012951,0.0000017454,0.0000047092,0.0000042569
0.0000013053,0.0000017545,0.0000047348,0.0000042835
0.0000013158,0.0000017640,0.0000047605,0.0000043102
0.0000013268,0.0000017739,0.0000047864,0.0000043371
0.0000013381,0.0000017841,0.0000048124,0.0000043642
0.0000013497,0.0000017947,0.0000048386,0.0000043913
0.0000013617,0.0000018056,0.0000048648,0.0000044187
0.0000013741,0.0000018169,0.0000048913,0.0000044461
0.0000013868,0.0000018285,0.0000049178,0.0000044737
0.0000013998,0.0000018405,0.0000049445,0.0000045014
0.0000014132,0.0000018527,0.0000049712,0.0000045292
0.0000014269,0.0000018653,0.0000049981,0.0000045572
0.0000014410,0.0000018782,0.0000050251,0.0000045852
0.0000014553,0.0000018915,0.0000050521,0.0000046134
0.0000014699,0.0000019050,0.0000050793,0.0000046416
0.0000014849,0.0000019188,0.0000051065,0.0000046699
0.0000015001,0.0000019329,0.0000051338,0.0000046982
0.0000015157,0.0000019473,0.0000051611,0.0000047267
0.0000015315,0.0000019620,0.0000051885,0.0000047552
0.0000015476,0.0000019769,0.0000052159,0.0000047837
0.0000015640,0.0000019921,0.0000052434,0.0000048123
0.0000015806,0.0000020076,0.0000052709,0.0000048410
0.0000015975,0.0000020233,0.0000052984,0.0000048697
0.0000016146,0.0000020393,0.0000053260,0.0000048983
0.0000016320,0.0000020555,0.0000053536,0.0000049271
0.0000016497,0.0000020719,0.0000053811,0.0000049558
0.0000016675,0.0000020885,0.0000054087,0.0000049845
0.0000016856,0.0000021054,0.0000054362,0.0000050132
0.0000017039,0.0000021225,0.0000054637,0.0000050419
0.0000017224,0.0000021398,0.0000054912,0.0000050706
0.0000017412,0.0000021573,0.0000055187,0.0000050992
0.0000017601,0.0000021750,0.0000055461,0.0000051278
0.0000017792,0.0000021928,0.0000055734,0.0000051564
0.0000017985,0.0000022109,0.0000056007,0.0000051849
0.0000018180,0.0000022291,0.0000056280,0.0000052133
0.0000018376,0.0000022475,0.0000056551,0.0000052417
0.0000018574,0.0000022660,0.0000056822,0.0000052700
0.0000018774,0.0000022847,0.0000057092,0.0000052983
0.0000018975,0.0000023035,0.0000057360,0.0000053264
0.0000019177,0.0000023225,0.0000057628,0.0000053544
0.0000019381,0.0000023416,0.0000057895,0.0000053823
0.0000019586,0.0000023608,0.0000058160,0.0000054101
0.0000019792,0.0000023801,0.0000058424,0.0000054378
0.0000019999,0.0000023995,0.0000058687,0.0000054654
0.0000020208,0.0000024190,0.0000058948,0.0000054928
0.0000020417,0.0000024386,0.0000059208,0.0000055201
0.0000020627,0.0000024583,0.0000059466,0.0000055472
